date,timestamp,country,country_code,search_term,interest
"Sep 10 – 16, 2023",1694304000,Mexico,MX,Netflix,55
"Sep 17 – 23, 2023",1694908800,Mexico,MX,Netflix,53
"Sep 24 – 30, 2023",1695513600,Mexico,MX,Netflix,53
"Oct 1 – 7, 2023",1696118400,Mexico,MX,Netflix,54
"Oct 8 – 14, 2023",1696723200,Mexico,MX,Netflix,60
"Oct 15 – 21, 2023",1697328000,Mexico,MX,Netflix,62
"Oct 22 – 28, 2023",1697932800,Mexico,MX,Netflix,56
"Oct 29 – Nov 4, 2023",1698537600,Mexico,MX,Netflix,57
"Nov 5 – 11, 2023",1699142400,Mexico,MX,Netflix,52
"Nov 12 – 18, 2023",1699747200,Mexico,MX,Netflix,54
"Nov 19 – 25, 2023",1700352000,Mexico,MX,Netflix,58
"Nov 26 – Dec 2, 2023",1700956800,Mexico,MX,Netflix,51
"Dec 3 – 9, 2023",1701561600,Mexico,MX,Netflix,53
"Dec 10 – 16, 2023",1702166400,Mexico,MX,Netflix,65
"Dec 17 – 23, 2023",1702771200,Mexico,MX,Netflix,67
"Dec 24 – 30, 2023",1703376000,Mexico,MX,Netflix,82
"Dec 31, 2023 – Jan 6, 2024",1703980800,Mexico,MX,Netflix,79
"Aug 29 – Sep 4, 2021",1630195200,Brazil,BR,Netflix,66
"Sep 5 – 11, 2021",1630800000,Brazil,BR,Netflix,75
"Sep 12 – 18, 2021",1631404800,Brazil,BR,Netflix,61
"Sep 19 – 25, 2021",1632009600,Brazil,BR,Netflix,62
"Sep 26 – Oct 2, 2021",1632614400,Brazil,BR,Netflix,79
"Oct 3 – 9, 2021",1633219200,Brazil,BR,Netflix,72
"Oct 10 – 16, 2021",1633824000,Brazil,BR,Netflix,77
"Oct 17 – 23, 2021",1634428800,Brazil,BR,Netflix,65
"Oct 24 – 30, 2021",1635033600,Brazil,BR,Netflix,65
"Oct 31 – Nov 6, 2021",1635638400,Brazil,BR,Netflix,66
"Nov 7 – 13, 2021",1636243200,Brazil,BR,Netflix,57
"Nov 14 – 20, 2021",1636848000,Brazil,BR,Netflix,64
"Nov 21 – 27, 2021",1637452800,Brazil,BR,Netflix,52
"Nov 28 – Dec 4, 2021",1638057600,Brazil,BR,Netflix,59
"Dec 5 – 11, 2021",1638662400,Brazil,BR,Netflix,61
"Dec 12 – 18, 2021",1639267200,Brazil,BR,Netflix,63
"Dec 19 – 25, 2021",1639872000,Brazil,BR,Netflix,69
"Dec 26, 2021 – Jan 1, 2022",1640476800,Brazil,BR,Netflix,82
"Jan 2 – 8, 2022",1641081600,Brazil,BR,Netflix,100
"Jan 9 – 15, 2022",1641686400,Brazil,BR,Netflix,91
"Jan 16 – 22, 2022",1642291200,Brazil,BR,Netflix,71
"Jan 23 – 29, 2022",1642896000,Brazil,BR,Netflix,71
"Jan 30 – Feb 5, 2022",1643500800,Brazil,BR,Netflix,75
"Feb 6 – 12, 2022",1644105600,Brazil,BR,Netflix,68
"Feb 13 – 19, 2022",1644710400,Brazil,BR,Netflix,62
"Feb 20 – 26, 2022",1645315200,Brazil,BR,Netflix,58
"Feb 27 – Mar 5, 2022",1645920000,Brazil,BR,Netflix,71
"Mar 6 – 12, 2022",1646524800,Brazil,BR,Netflix,54
"Mar 13 – 19, 2022",1647129600,Brazil,BR,Netflix,61
"Mar 20 – 26, 2022",1647734400,Brazil,BR,Netflix,57
"Mar 27 – Apr 2, 2022",1648339200,Brazil,BR,Netflix,57
"Apr 3 – 9, 2022",1648944000,Brazil,BR,Netflix,56
"Apr 10 – 16, 2022",1649548800,Brazil,BR,Netflix,65
"Apr 17 – 23, 2022",1650153600,Brazil,BR,Netflix,69
"Apr 24 – 30, 2022",1650758400,Brazil,BR,Netflix,63
"May 1 – 7, 2022",1651363200,Brazil,BR,Netflix,57
"May 8 – 14, 2022",1651968000,Brazil,BR,Netflix,57
"May 15 – 21, 2022",1652572800,Brazil,BR,Netflix,63
"May 22 – 28, 2022",1653177600,Brazil,BR,Netflix,64
"May 29 – Jun 4, 2022",1653782400,Brazil,BR,Netflix,67
"Jun 5 – 11, 2022",1654387200,Brazil,BR,Netflix,64
"Jun 12 – 18, 2022",1654992000,Brazil,BR,Netflix,73
"Jun 19 – 25, 2022",1655596800,Brazil,BR,Netflix,64
"Jun 26 – Jul 2, 2022",1656201600,Brazil,BR,Netflix,67
"Jul 3 – 9, 2022",1656806400,Brazil,BR,Netflix,65
"Jul 10 – 16, 2022",1657411200,Brazil,BR,Netflix,69
"Jul 17 – 23, 2022",1658016000,Brazil,BR,Netflix,73
"Jul 24 – 30, 2022",1658620800,Brazil,BR,Netflix,70
"Jul 31 – Aug 6, 2022",1659225600,Brazil,BR,Netflix,65
"Aug 7 – 13, 2022",1659830400,Brazil,BR,Netflix,67
"Aug 14 – 20, 2022",1660435200,Brazil,BR,Netflix,67
"Aug 21 – 27, 2022",1661040000,Brazil,BR,Netflix,64
"Aug 28 – Sep 3, 2022",1661644800,Brazil,BR,Netflix,59
"Sep 4 – 10, 2022",1662249600,Brazil,BR,Netflix,64
"Sep 11 – 17, 2022",1662854400,Brazil,BR,Netflix,60
"Sep 18 – 24, 2022",1663459200,Brazil,BR,Netflix,63
"Sep 25 – Oct 1, 2022",1664064000,Brazil,BR,Netflix,71
"Oct 2 – 8, 2022",1664668800,Brazil,BR,Netflix,51
"Oct 9 – 15, 2022",1665273600,Brazil,BR,Netflix,71
"Oct 16 – 22, 2022",1665878400,Brazil,BR,Netflix,61
"Oct 23 – 29, 2022",1666483200,Brazil,BR,Netflix,58
"Oct 30 – Nov 5, 2022",1667088000,Brazil,BR,Netflix,64
"Nov 6 – 12, 2022",1667692800,Brazil,BR,Netflix,59
"Nov 13 – 19, 2022",1668297600,Brazil,BR,Netflix,70
"Nov 20 – 26, 2022",1668902400,Brazil,BR,Netflix,58
"Nov 27 – Dec 3, 2022",1669507200,Brazil,BR,Netflix,69
"Dec 4 – 10, 2022",1670112000,Brazil,BR,Netflix,62
"Dec 11 – 17, 2022",1670716800,Brazil,BR,Netflix,66
"Dec 18 – 24, 2022",1671321600,Brazil,BR,Netflix,72
"Dec 25 – 31, 2022",1671926400,Brazil,BR,Netflix,76
"Jan 1 – 7, 2023",1672531200,Brazil,BR,Netflix,82
"Jan 8 – 14, 2023",1673136000,Brazil,BR,Netflix,74
"Jan 15 – 21, 2023",1673740800,Brazil,BR,Netflix,67
"Jan 22 – 28, 2023",1674345600,Brazil,BR,Netflix,71
"Jan 29 – Feb 4, 2023",1674950400,Brazil,BR,Netflix,73
"Feb 5 – 11, 2023",1675555200,Brazil,BR,Netflix,60
"Feb 12 – 18, 2023",1676160000,Brazil,BR,Netflix,63
"Feb 19 – 25, 2023",1676764800,Brazil,BR,Netflix,76
"Feb 26 – Mar 4, 2023",1677369600,Brazil,BR,Netflix,57
"Mar 5 – 11, 2023",1677974400,Brazil,BR,Netflix,59
"Mar 12 – 18, 2023",1678579200,Brazil,BR,Netflix,56
"Mar 19 – 25, 2023",1679184000,Brazil,BR,Netflix,56
"Mar 26 – Apr 1, 2023",1679788800,Brazil,BR,Netflix,59
"Apr 2 – 8, 2023",1680393600,Brazil,BR,Netflix,65
"Apr 9 – 15, 2023",1680998400,Brazil,BR,Netflix,54
"Apr 16 – 22, 2023",1681603200,Brazil,BR,Netflix,63
"Apr 23 – 29, 2023",1682208000,Brazil,BR,Netflix,56
"Apr 30 – May 6, 2023",1682812800,Brazil,BR,Netflix,61
"May 7 – 13, 2023",1683417600,Brazil,BR,Netflix,54
"May 14 – 20, 2023",1684022400,Brazil,BR,Netflix,56
"May 21 – 27, 2023",1684627200,Brazil,BR,Netflix,68
"May 28 – Jun 3, 2023",1685232000,Brazil,BR,Netflix,65
"Jun 4 – 10, 2023",1685836800,Brazil,BR,Netflix,71
"Jun 11 – 17, 2023",1686441600,Brazil,BR,Netflix,68
"Jun 18 – 24, 2023",1687046400,Brazil,BR,Netflix,63
"Jun 25 – Jul 1, 2023",1687651200,Brazil,BR,Netflix,65
"Jul 2 – 8, 2023",1688256000,Brazil,BR,Netflix,64
"Jul 9 – 15, 2023",1688860800,Brazil,BR,Netflix,63
"Jul 16 – 22, 2023",1689465600,Brazil,BR,Netflix,62
"Jul 23 – 29, 2023",1690070400,Brazil,BR,Netflix,67
"Jul 30 – Aug 5, 2023",1690675200,Brazil,BR,Netflix,55
"Aug 6 – 12, 2023",1691280000,Brazil,BR,Netflix,51
"Aug 13 – 19, 2023",1691884800,Brazil,BR,Netflix,51
"Aug 20 – 26, 2023",1692489600,Brazil,BR,Netflix,55
"Aug 27 – Sep 2, 2023",1693094400,Brazil,BR,Netflix,61
"Sep 3 – 9, 2023",1693699200,Brazil,BR,Netflix,65
"Sep 10 – 16, 2023",1694304000,Brazil,BR,Netflix,56
"Sep 17 – 23, 2023",1694908800,Brazil,BR,Netflix,52
"Sep 24 – 30, 2023",1695513600,Brazil,BR,Netflix,54
"Oct 1 – 7, 2023",1696118400,Brazil,BR,Netflix,54
"Oct 8 – 14, 2023",1696723200,Brazil,BR,Netflix,69
"Oct 15 – 21, 2023",1697328000,Brazil,BR,Netflix,58
"Oct 22 – 28, 2023",1697932800,Brazil,BR,Netflix,58
"Oct 29 – Nov 4, 2023",1698537600,Brazil,BR,Netflix,61
"Nov 5 – 11, 2023",1699142400,Brazil,BR,Netflix,51
"Nov 12 – 18, 2023",1699747200,Brazil,BR,Netflix,53
"Nov 19 – 25, 2023",1700352000,Brazil,BR,Netflix,53
"Nov 26 – Dec 2, 2023",1700956800,Brazil,BR,Netflix,50
"Dec 3 – 9, 2023",1701561600,Brazil,BR,Netflix,53
"Dec 10 – 16, 2023",1702166400,Brazil,BR,Netflix,72
"Dec 17 – 23, 2023",1702771200,Brazil,BR,Netflix,60
"Dec 24 – 30, 2023",1703376000,Brazil,BR,Netflix,75
"Dec 31, 2023 – Jan 6, 2024",1703980800,Brazil,BR,Netflix,73
"Aug 29 – Sep 4, 2021",1630195200,Brazil,BR,cancel Netflix,0
"Sep 5 – 11, 2021",1630800000,Brazil,BR,cancel Netflix,0
"Sep 12 – 18, 2021",1631404800,Brazil,BR,cancel Netflix,0
"Sep 19 – 25, 2021",1632009600,Brazil,BR,cancel Netflix,0
"Sep 26 – Oct 2, 2021",1632614400,Brazil,BR,cancel Netflix,0
"Oct 3 – 9, 2021",1633219200,Brazil,BR,cancel Netflix,0
"Oct 10 – 16, 2021",1633824000,Brazil,BR,cancel Netflix,0
"Oct 17 – 23, 2021",1634428800,Brazil,BR,cancel Netflix,0
"Oct 24 – 30, 2021",1635033600,Brazil,BR,cancel Netflix,0
"Oct 31 – Nov 6, 2021",1635638400,Brazil,BR,cancel Netflix,0
"Nov 7 – 13, 2021",1636243200,Brazil,BR,cancel Netflix,0
"Nov 14 – 20, 2021",1636848000,Brazil,BR,cancel Netflix,0
"Nov 21 – 27, 2021",1637452800,Brazil,BR,cancel Netflix,0
"Nov 28 – Dec 4, 2021",1638057600,Brazil,BR,cancel Netflix,0
"Dec 5 – 11, 2021",1638662400,Brazil,BR,cancel Netflix,0
"Dec 12 – 18, 2021",1639267200,Brazil,BR,cancel Netflix,0
"Dec 19 – 25, 2021",1639872000,Brazil,BR,cancel Netflix,0
"Dec 26, 2021 – Jan 1, 2022",1640476800,Brazil,BR,cancel Netflix,0
"Jan 2 – 8, 2022",1641081600,Brazil,BR,cancel Netflix,0
"Jan 9 – 15, 2022",1641686400,Brazil,BR,cancel Netflix,0
"Jan 16 – 22, 2022",1642291200,Brazil,BR,cancel Netflix,0
"Jan 23 – 29, 2022",1642896000,Brazil,BR,cancel Netflix,0
"Jan 30 – Feb 5, 2022",1643500800,Brazil,BR,cancel Netflix,0
"Feb 6 – 12, 2022",1644105600,Brazil,BR,cancel Netflix,0
"Feb 13 – 19, 2022",1644710400,Brazil,BR,cancel Netflix,0
"Feb 20 – 26, 2022",1645315200,Brazil,BR,cancel Netflix,0
"Feb 27 – Mar 5, 2022",1645920000,Brazil,BR,cancel Netflix,0
"Mar 6 – 12, 2022",1646524800,Brazil,BR,cancel Netflix,0
"Mar 13 – 19, 2022",1647129600,Brazil,BR,cancel Netflix,0
"Mar 20 – 26, 2022",1647734400,Brazil,BR,cancel Netflix,0
"Mar 27 – Apr 2, 2022",1648339200,Brazil,BR,cancel Netflix,0
"Apr 3 – 9, 2022",1648944000,Brazil,BR,cancel Netflix,0
"Apr 10 – 16, 2022",1649548800,Brazil,BR,cancel Netflix,0
"Apr 17 – 23, 2022",1650153600,Brazil,BR,cancel Netflix,0
"Apr 24 – 30, 2022",1650758400,Brazil,BR,cancel Netflix,0
"May 1 – 7, 2022",1651363200,Brazil,BR,cancel Netflix,0
"May 8 – 14, 2022",1651968000,Brazil,BR,cancel Netflix,0
"May 15 – 21, 2022",1652572800,Brazil,BR,cancel Netflix,0
"May 22 – 28, 2022",1653177600,Brazil,BR,cancel Netflix,0
"May 29 – Jun 4, 2022",1653782400,Brazil,BR,cancel Netflix,0
"Jun 5 – 11, 2022",1654387200,Brazil,BR,cancel Netflix,0
"Jun 12 – 18, 2022",1654992000,Brazil,BR,cancel Netflix,0
"Jun 19 – 25, 2022",1655596800,Brazil,BR,cancel Netflix,0
"Jun 26 – Jul 2, 2022",1656201600,Brazil,BR,cancel Netflix,0
"Jul 3 – 9, 2022",1656806400,Brazil,BR,cancel Netflix,0
"Jul 10 – 16, 2022",1657411200,Brazil,BR,cancel Netflix,0
"Jul 17 – 23, 2022",1658016000,Brazil,BR,cancel Netflix,0
"Jul 24 – 30, 2022",1658620800,Brazil,BR,cancel Netflix,0
"Jul 31 – Aug 6, 2022",1659225600,Brazil,BR,cancel Netflix,0
"Aug 7 – 13, 2022",1659830400,Brazil,BR,cancel Netflix,0
"Aug 14 – 20, 2022",1660435200,Brazil,BR,cancel Netflix,0
"Aug 21 – 27, 2022",1661040000,Brazil,BR,cancel Netflix,0
"Aug 28 – Sep 3, 2022",1661644800,Brazil,BR,cancel Netflix,0
"Sep 4 – 10, 2022",1662249600,Brazil,BR,cancel Netflix,0
"Sep 11 – 17, 2022",1662854400,Brazil,BR,cancel Netflix,0
"Sep 18 – 24, 2022",1663459200,Brazil,BR,cancel Netflix,0
"Sep 25 – Oct 1, 2022",1664064000,Brazil,BR,cancel Netflix,0
"Oct 2 – 8, 2022",1664668800,Brazil,BR,cancel Netflix,0
"Oct 9 – 15, 2022",1665273600,Brazil,BR,cancel Netflix,0
"Oct 16 – 22, 2022",1665878400,Brazil,BR,cancel Netflix,0
"Oct 23 – 29, 2022",1666483200,Brazil,BR,cancel Netflix,0
"Oct 30 – Nov 5, 2022",1667088000,Brazil,BR,cancel Netflix,0
"Nov 6 – 12, 2022",1667692800,Brazil,BR,cancel Netflix,0
"Nov 13 – 19, 2022",1668297600,Brazil,BR,cancel Netflix,0
"Nov 20 – 26, 2022",1668902400,Brazil,BR,cancel Netflix,0
"Nov 27 – Dec 3, 2022",1669507200,Brazil,BR,cancel Netflix,0
"Dec 4 – 10, 2022",1670112000,Brazil,BR,cancel Netflix,0
"Dec 11 – 17, 2022",1670716800,Brazil,BR,cancel Netflix,0
"Dec 18 – 24, 2022",1671321600,Brazil,BR,cancel Netflix,0
"Dec 25 – 31, 2022",1671926400,Brazil,BR,cancel Netflix,0
"Jan 1 – 7, 2023",1672531200,Brazil,BR,cancel Netflix,0
"Jan 8 – 14, 2023",1673136000,Brazil,BR,cancel Netflix,0
"Jan 15 – 21, 2023",1673740800,Brazil,BR,cancel Netflix,0
"Jan 22 – 28, 2023",1674345600,Brazil,BR,cancel Netflix,0
"Jan 29 – Feb 4, 2023",1674950400,Brazil,BR,cancel Netflix,0
"Feb 5 – 11, 2023",1675555200,Brazil,BR,cancel Netflix,0
"Feb 12 – 18, 2023",1676160000,Brazil,BR,cancel Netflix,0
"Feb 19 – 25, 2023",1676764800,Brazil,BR,cancel Netflix,0
"Feb 26 – Mar 4, 2023",1677369600,Brazil,BR,cancel Netflix,0
"Mar 5 – 11, 2023",1677974400,Brazil,BR,cancel Netflix,0
"Mar 12 – 18, 2023",1678579200,Brazil,BR,cancel Netflix,0
"Mar 19 – 25, 2023",1679184000,Brazil,BR,cancel Netflix,0
"Mar 26 – Apr 1, 2023",1679788800,Brazil,BR,cancel Netflix,0
"Apr 2 – 8, 2023",1680393600,Brazil,BR,cancel Netflix,0
"Apr 9 – 15, 2023",1680998400,Brazil,BR,cancel Netflix,0
"Apr 16 – 22, 2023",1681603200,Brazil,BR,cancel Netflix,0
"Apr 23 – 29, 2023",1682208000,Brazil,BR,cancel Netflix,0
"Apr 30 – May 6, 2023",1682812800,Brazil,BR,cancel Netflix,0
"May 7 – 13, 2023",1683417600,Brazil,BR,cancel Netflix,0
"May 14 – 20, 2023",1684022400,Brazil,BR,cancel Netflix,0
"May 21 – 27, 2023",1684627200,Brazil,BR,cancel Netflix,0
"May 28 – Jun 3, 2023",1685232000,Brazil,BR,cancel Netflix,0
"Jun 4 – 10, 2023",1685836800,Brazil,BR,cancel Netflix,0
"Jun 11 – 17, 2023",1686441600,Brazil,BR,cancel Netflix,0
"Jun 18 – 24, 2023",1687046400,Brazil,BR,cancel Netflix,0
"Jun 25 – Jul 1, 2023",1687651200,Brazil,BR,cancel Netflix,0
"Jul 2 – 8, 2023",1688256000,Brazil,BR,cancel Netflix,0
"Jul 9 – 15, 2023",1688860800,Brazil,BR,cancel Netflix,100
"Jul 16 – 22, 2023",1689465600,Brazil,BR,cancel Netflix,0
"Jul 23 – 29, 2023",1690070400,Brazil,BR,cancel Netflix,0
"Jul 30 – Aug 5, 2023",1690675200,Brazil,BR,cancel Netflix,0
"Aug 6 – 12, 2023",1691280000,Brazil,BR,cancel Netflix,0
"Aug 13 – 19, 2023",1691884800,Brazil,BR,cancel Netflix,0
"Aug 20 – 26, 2023",1692489600,Brazil,BR,cancel Netflix,0
"Aug 27 – Sep 2, 2023",1693094400,Brazil,BR,cancel Netflix,0
"Sep 3 – 9, 2023",1693699200,Brazil,BR,cancel Netflix,0
"Sep 10 – 16, 2023",1694304000,Brazil,BR,cancel Netflix,0
"Sep 17 – 23, 2023",1694908800,Brazil,BR,cancel Netflix,0
"Sep 24 – 30, 2023",1695513600,Brazil,BR,cancel Netflix,0
"Oct 1 – 7, 2023",1696118400,Brazil,BR,cancel Netflix,0
"Oct 8 – 14, 2023",1696723200,Brazil,BR,cancel Netflix,0
"Oct 15 – 21, 2023",1697328000,Brazil,BR,cancel Netflix,0
"Oct 22 – 28, 2023",1697932800,Brazil,BR,cancel Netflix,0
"Oct 29 – Nov 4, 2023",1698537600,Brazil,BR,cancel Netflix,0
"Nov 5 – 11, 2023",1699142400,Brazil,BR,cancel Netflix,0
"Nov 12 – 18, 2023",1699747200,Brazil,BR,cancel Netflix,0
"Nov 19 – 25, 2023",1700352000,Brazil,BR,cancel Netflix,0
"Nov 26 – Dec 2, 2023",1700956800,Brazil,BR,cancel Netflix,0
"Dec 3 – 9, 2023",1701561600,Brazil,BR,cancel Netflix,0
"Dec 10 – 16, 2023",1702166400,Brazil,BR,cancel Netflix,0
"Dec 17 – 23, 2023",1702771200,Brazil,BR,cancel Netflix,0
"Dec 24 – 30, 2023",1703376000,Brazil,BR,cancel Netflix,0
"Dec 31, 2023 – Jan 6, 2024",1703980800,Brazil,BR,cancel Netflix,0
"Aug 29 – Sep 4, 2021",1630195200,United Kingdom,GB,Netflix,70
"Sep 5 – 11, 2021",1630800000,United Kingdom,GB,Netflix,58
"Sep 12 – 18, 2021",1631404800,United Kingdom,GB,Netflix,61
"Sep 19 – 25, 2021",1632009600,United Kingdom,GB,Netflix,60
"Sep 26 – Oct 2, 2021",1632614400,United Kingdom,GB,Netflix,70
"Oct 3 – 9, 2021",1633219200,United Kingdom,GB,Netflix,79
"Oct 10 – 16, 2021",1633824000,United Kingdom,GB,Netflix,76
"Oct 17 – 23, 2021",1634428800,United Kingdom,GB,Netflix,78
"Oct 24 – 30, 2021",1635033600,United Kingdom,GB,Netflix,74
"Oct 31 – Nov 6, 2021",1635638400,United Kingdom,GB,Netflix,70
"Nov 7 – 13, 2021",1636243200,United Kingdom,GB,Netflix,63
"Nov 14 – 20, 2021",1636848000,United Kingdom,GB,Netflix,63
"Nov 21 – 27, 2021",1637452800,United Kingdom,GB,Netflix,64
"Nov 28 – Dec 4, 2021",1638057600,United Kingdom,GB,Netflix,66
"Dec 5 – 11, 2021",1638662400,United Kingdom,GB,Netflix,65
"Dec 12 – 18, 2021",1639267200,United Kingdom,GB,Netflix,72
"Dec 19 – 25, 2021",1639872000,United Kingdom,GB,Netflix,86
"Dec 26, 2021 – Jan 1, 2022",1640476800,United Kingdom,GB,Netflix,100
"Jan 2 – 8, 2022",1641081600,United Kingdom,GB,Netflix,99
"Jan 9 – 15, 2022",1641686400,United Kingdom,GB,Netflix,86
"Jan 16 – 22, 2022",1642291200,United Kingdom,GB,Netflix,76
"Jan 23 – 29, 2022",1642896000,United Kingdom,GB,Netflix,76
"Jan 30 – Feb 5, 2022",1643500800,United Kingdom,GB,Netflix,76
"Feb 6 – 12, 2022",1644105600,United Kingdom,GB,Netflix,73
"Feb 13 – 19, 2022",1644710400,United Kingdom,GB,Netflix,75
"Feb 20 – 26, 2022",1645315200,United Kingdom,GB,Netflix,68
"Feb 27 – Mar 5, 2022",1645920000,United Kingdom,GB,Netflix,63
"Mar 6 – 12, 2022",1646524800,United Kingdom,GB,Netflix,66
"Mar 13 – 19, 2022",1647129600,United Kingdom,GB,Netflix,65
"Mar 20 – 26, 2022",1647734400,United Kingdom,GB,Netflix,67
"Mar 27 – Apr 2, 2022",1648339200,United Kingdom,GB,Netflix,67
"Apr 3 – 9, 2022",1648944000,United Kingdom,GB,Netflix,70
"Apr 10 – 16, 2022",1649548800,United Kingdom,GB,Netflix,73
"Apr 17 – 23, 2022",1650153600,United Kingdom,GB,Netflix,85
"Apr 24 – 30, 2022",1650758400,United Kingdom,GB,Netflix,74
"May 1 – 7, 2022",1651363200,United Kingdom,GB,Netflix,68
"May 8 – 14, 2022",1651968000,United Kingdom,GB,Netflix,63
"May 15 – 21, 2022",1652572800,United Kingdom,GB,Netflix,63
"May 22 – 28, 2022",1653177600,United Kingdom,GB,Netflix,64
"May 29 – Jun 4, 2022",1653782400,United Kingdom,GB,Netflix,69
"Jun 5 – 11, 2022",1654387200,United Kingdom,GB,Netflix,60
"Jun 12 – 18, 2022",1654992000,United Kingdom,GB,Netflix,62
"Jun 19 – 25, 2022",1655596800,United Kingdom,GB,Netflix,61
"Jun 26 – Jul 2, 2022",1656201600,United Kingdom,GB,Netflix,66
"Jul 3 – 9, 2022",1656806400,United Kingdom,GB,Netflix,59
"Jul 10 – 16, 2022",1657411200,United Kingdom,GB,Netflix,66
"Jul 17 – 23, 2022",1658016000,United Kingdom,GB,Netflix,71
"Jul 24 – 30, 2022",1658620800,United Kingdom,GB,Netflix,70
"Jul 31 – Aug 6, 2022",1659225600,United Kingdom,GB,Netflix,73
"Aug 7 – 13, 2022",1659830400,United Kingdom,GB,Netflix,68
"Aug 14 – 20, 2022",1660435200,United Kingdom,GB,Netflix,72
"Aug 21 – 27, 2022",1661040000,United Kingdom,GB,Netflix,69
"Aug 28 – Sep 3, 2022",1661644800,United Kingdom,GB,Netflix,71
"Sep 4 – 10, 2022",1662249600,United Kingdom,GB,Netflix,63
"Sep 11 – 17, 2022",1662854400,United Kingdom,GB,Netflix,65
"Sep 18 – 24, 2022",1663459200,United Kingdom,GB,Netflix,76
"Sep 25 – Oct 1, 2022",1664064000,United Kingdom,GB,Netflix,89
"Oct 2 – 8, 2022",1664668800,United Kingdom,GB,Netflix,81
"Oct 9 – 15, 2022",1665273600,United Kingdom,GB,Netflix,73
"Oct 16 – 22, 2022",1665878400,United Kingdom,GB,Netflix,79
"Oct 23 – 29, 2022",1666483200,United Kingdom,GB,Netflix,77
"Oct 30 – Nov 5, 2022",1667088000,United Kingdom,GB,Netflix,82
"Nov 6 – 12, 2022",1667692800,United Kingdom,GB,Netflix,60
"Nov 13 – 19, 2022",1668297600,United Kingdom,GB,Netflix,64
"Nov 20 – 26, 2022",1668902400,United Kingdom,GB,Netflix,63
"Nov 27 – Dec 3, 2022",1669507200,United Kingdom,GB,Netflix,75
"Dec 4 – 10, 2022",1670112000,United Kingdom,GB,Netflix,81
"Dec 11 – 17, 2022",1670716800,United Kingdom,GB,Netflix,85
"Dec 18 – 24, 2022",1671321600,United Kingdom,GB,Netflix,81
"Dec 25 – 31, 2022",1671926400,United Kingdom,GB,Netflix,99
"Jan 1 – 7, 2023",1672531200,United Kingdom,GB,Netflix,86
"Jan 8 – 14, 2023",1673136000,United Kingdom,GB,Netflix,72
"Jan 15 – 21, 2023",1673740800,United Kingdom,GB,Netflix,68
"Jan 22 – 28, 2023",1674345600,United Kingdom,GB,Netflix,69
"Jan 29 – Feb 4, 2023",1674950400,United Kingdom,GB,Netflix,69
"Feb 5 – 11, 2023",1675555200,United Kingdom,GB,Netflix,65
"Feb 12 – 18, 2023",1676160000,United Kingdom,GB,Netflix,66
"Feb 19 – 25, 2023",1676764800,United Kingdom,GB,Netflix,65
"Feb 26 – Mar 4, 2023",1677369600,United Kingdom,GB,Netflix,66
"Mar 5 – 11, 2023",1677974400,United Kingdom,GB,Netflix,68
"Mar 12 – 18, 2023",1678579200,United Kingdom,GB,Netflix,64
"Mar 19 – 25, 2023",1679184000,United Kingdom,GB,Netflix,64
"Mar 26 – Apr 1, 2023",1679788800,United Kingdom,GB,Netflix,65
"Apr 2 – 8, 2023",1680393600,United Kingdom,GB,Netflix,70
"Apr 9 – 15, 2023",1680998400,United Kingdom,GB,Netflix,79
"Apr 16 – 22, 2023",1681603200,United Kingdom,GB,Netflix,72
"Apr 23 – 29, 2023",1682208000,United Kingdom,GB,Netflix,68
"Apr 30 – May 6, 2023",1682812800,United Kingdom,GB,Netflix,62
"May 7 – 13, 2023",1683417600,United Kingdom,GB,Netflix,61
"May 14 – 20, 2023",1684022400,United Kingdom,GB,Netflix,60
"May 21 – 27, 2023",1684627200,United Kingdom,GB,Netflix,66
"May 28 – Jun 3, 2023",1685232000,United Kingdom,GB,Netflix,69
"Jun 4 – 10, 2023",1685836800,United Kingdom,GB,Netflix,61
"Jun 11 – 17, 2023",1686441600,United Kingdom,GB,Netflix,59
"Jun 18 – 24, 2023",1687046400,United Kingdom,GB,Netflix,61
"Jun 25 – Jul 1, 2023",1687651200,United Kingdom,GB,Netflix,62
"Jul 2 – 8, 2023",1688256000,United Kingdom,GB,Netflix,62
"Jul 9 – 15, 2023",1688860800,United Kingdom,GB,Netflix,60
"Jul 16 – 22, 2023",1689465600,United Kingdom,GB,Netflix,62
"Jul 23 – 29, 2023",1690070400,United Kingdom,GB,Netflix,63
"Jul 30 – Aug 5, 2023",1690675200,United Kingdom,GB,Netflix,63
"Aug 6 – 12, 2023",1691280000,United Kingdom,GB,Netflix,62
"Aug 13 – 19, 2023",1691884800,United Kingdom,GB,Netflix,66
"Aug 20 – 26, 2023",1692489600,United Kingdom,GB,Netflix,63
"Aug 27 – Sep 2, 2023",1693094400,United Kingdom,GB,Netflix,65
"Sep 3 – 9, 2023",1693699200,United Kingdom,GB,Netflix,63
"Sep 10 – 16, 2023",1694304000,United Kingdom,GB,Netflix,63
"Sep 17 – 23, 2023",1694908800,United Kingdom,GB,Netflix,64
"Sep 24 – 30, 2023",1695513600,United Kingdom,GB,Netflix,64
"Oct 1 – 7, 2023",1696118400,United Kingdom,GB,Netflix,69
"Oct 8 – 14, 2023",1696723200,United Kingdom,GB,Netflix,65
"Oct 15 – 21, 2023",1697328000,United Kingdom,GB,Netflix,70
"Oct 22 – 28, 2023",1697932800,United Kingdom,GB,Netflix,72
